id,imagenum,year,keywords,_inventar_nr,_titel,_personen,_funktion,_durchmesser,_abmessungen,_gewicht,_material,_literatur,_ortdatierung,_beschreibung,_schlagworte
48559,2,1240,"Brakteat,Heinrich III.,Burggraf zu Dohna,Münze",X 2737,"Brakteat, Burggrafschaft Dohna, Burggraf Heinrich III. (1239-1256), o.J., um 1240",,,"4,6 cm",,"1,1 g","Silber, getrieben","Geldscheine, Orden und Ehrenzeichen, Medaillen und Plaketten, Leipziger Münzhandlung und Auktion Heidrun Höhne, Auktion 80, Leipzig 2. und 3. Mai 2014, Los-Nr. 1631","Sachsen (?), um 1240","Umschrift: H D G B [Henricus Dei Gratia Burggravius] 
Im Innenkreis: Hirschgeweih","Brakteat
Heinrich III., Burggraf zu Dohna 
Münze
"
48565,2,1700,"Preußen,Friedrich I.,König in Preußen,Münze",X 2496,"Gulden, Zweidritteltaler, Königreich Preußen, Friedrich I. (1701-1713), Provinz Sachsen, 1705","Halter, Heinrich Friedrich; Münzmeister
 ","Münzmeister, Medailleur","3,73 cm",,"17,5 g",Silber,"Das Preußische Münzwesen im 18. Jahrhundert, Bd. 1, H. 1, Die Münzen aus der Zeit der Könige Friedrich I. und Friedrich Wilhelm I., bearb. v. Friedrich Freiherr von Schrötter, Berlin 1902, Nachdruck Bielefeld 1978 (Acta Borussica. Denkmäler der Preußischen Staatsverwaltung im 18. Jahrhundert)., S. 17, Nr. 122. 
 Schön, Gerhard: Deutscher Münzkatalog. 18. Jahrhundert, 3. Aufl., München 2002, S. 130, lfd. Nr. 12","Magdeburg, 1705","Vs: Umschrift unter Strichrand und schmalem Ring: FRIDERICUS = REX PRUSSIÆ · 
Brustbild des Königs mit Lorbeerkranz und antikem Harnisch nach rechts 

Rs: Umschrift unter Strichrand und schmalem Ring: SUUM = CUIQUE 
Gekröntes elffeldiges Wappen, im gekrönten Mittelschild der preussische Adler, daneben Münzmeisterbuchstaben HF = H ·, unten im Oval 2/3, eingeschlossen von der Jahreszahl 17 = 05 
Riffelrand","Preußen
Friedrich I., König in Preußen
Münze
"
48638,2,1830,"Preußen,Friedrich Wilhelm III.,König von Preußen,Ausbeutemünze,Münze",X 2605,"Ausbeutetaler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1834",,,"3,44 cm",,"22,1 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 224f., lfd. Nr. 18. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 230, lfd. Nr. 2351. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 10; S.22. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 63","Berlin, 1834","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; darunter Münzzeichen: A 

Rs: Umschrift unter Stabrand und Perlkreis: EIN THALER. XIV EINE FEINE MARK 1834 
Im Feld: SEGEN DES / MANSFELDER / BERGBAUES 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Ausbeutemünze
Münze
"
48640,2,1800,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2579,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1803","Loos, Daniel; Stempelschneider
 ",,"3,71 cm",,"22,1 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 208, lfd. Nr. 2094. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22; S. 30. 
 Schön, Gerhard: Deutscher Münzkatalog. 18. Jahrhundert, 3. Aufl., München 2002, S. 149, lfd. Nr. 175. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 29","Berlin, 1803","Vs: Umschrift: FRIEDR. WILHELM III KŒNIG VON PRUSSEN 
Brustbild des Königs in Uniform mit Stern und im Nacken gebundenem Haar nach links; im Armabschnitt: L 

Rs: Bekrönter Adlerschild mit zwei wilden Männern als Schildhalter; im Abschnitt: EIN THALER / 1803 / A 
Kettenrand","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
48698,2,1530,"Albrecht,Herzog von Preußen,Preußen (Herzogtum),Münze",X 2437,"Schilling, Herzogtum Preußen, Herzog Albrecht von Brandenburg (1525-1569), 1530",,,"1,97 cm",,"1,1 g",Silber,"Saurma-Jeltsch, Hugo von: Die Saurmasche Münzsammlung deutscher, schweizerischer und polnischer Gepräge. Von etwa dem Beginn der Groschenzeit bis zur Kipperperiode, Berlin 1892, Nachdruck Berlin 1986 (Transpress-Reprint), S. 127, lfd. Nr. 5084",1530,"Vs: Umschrift zwischen zwei Perlkreisen: SOLIDVS * PRVSSIE * 1530 * 
Im Perlkreis großes A, links und rechts davon je eine Rosette; unterhalb des A Zollernschild 

Rs: Umschrift: ALBERTVS * D * G * DVX * PRVSSI * 
Im Perlkreis preußischer Adler; vor der Brust, auf einem gekrönten Wappenschild, ein S","Albrecht, Herzog von Preußen
Preußen (Herzogtum)
Münze
"
48771,2,1630,"Brandenburg,Georg Wilhelm,Kurfürst von Brandenburg,Münze",X 2452,"Taler, Kurfürstentum Mark Brandenburg, Kurfürst Georg Wilhelm (1619-1640), Provinz Preußen, 1639","Koch, Daniel; Münzmeister
 ",Münzmeister,"4,43 cm",,"27,7 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, vgl. S.26, lfd. Nr. 3303. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 25","Königsberg, 1639","Vs: Umschrift: GEORG WILH : D : G : MARCHI : BRAN : SAC : ROM : IMP : ARCHIC : & EL · D : PRUS : [Münzstättenzeichen ?] 
Im Strichkreis Brustbild des Kurfürsten im Harnisch mit Spitzenkragen und Feldbinde nach rechts, das Szepter geschultert, die Linke am Helm 

Rs: Umschrift zwischen zwei Strichkreisen: ANFANCK BEDENCK DAS ENDE : 16 = 39 
Oben durch den Kurhut geteilter innerer Strichkreis, darunter verziertes neunfeldiges Wappen; rechts und links davon D = K","Brandenburg
Georg Wilhelm, Kurfürst von Brandenburg
Münze
"
48802,2,1840,"Preußen,Friedrich Wilhelm III.,König von Preußen,Vereinsmünze,Münze",X 2598,"Doppeltaler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1840","Held, Ludwig; Stempelschneider
 ","Medailleur, Stempelschneider","4,1 cm",,"37,3 g",Silber,"Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr, 64. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 234, lfd. Nr. 2412. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22; S. 31. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, Vgl.: S.264, lfd. Nr. 219 . 
 Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S.223, lfd. Nr. 9","Berlin, 1840","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; unten A 

Rs: Umschrift unter Stabrand und Perlkreis: 
Obere Hälfte: 2 THALER VII EINE = F. Mark 3 1/2 Gulden 
Untere Hälfte: [Rosette] VEREINS 18 = 40 MÜNZE [Rosette] 
Im bekröntem aufgezogenen Wappenzelt gekröntes vierzehnfeldiges Wappen, umgeben von der Kette des Schwarzen Adlerordens mit Kleinod 
In den untersten Falten des Zeltes: L = H 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Vereinsmünze
Münze
"
48818,2,1800,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2578,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1802","Loos, Daniel; Stempelschneider
 ",,"3,62 cm",,"22,3 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 208, lfd. Nr. 2088. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22; S. 30. 
 Schön, Gerhard: Deutscher Münzkatalog. 18. Jahrhundert, 3. Aufl., München 2002, S. 149, lfd. Nr. 175. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 29","Berlin, 1802","Vs: Umschrift: FRIEDR. WILHELM III KŒNIG VON PREUSSEN 
Brustbild des Königs in Uniform mit Stern und im Nacken gebundenem Haar nach links; im Armabschnitt: L 

Rs: Bekrönter Adlerschild mit zwei wilden Männern als Schildhalter; im Abschnitt: EIN THALER / 1802 / A 
Kettenrand","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
48827,2,1810,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2600,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1831",,,"3,43 cm",,"22,3 g",Silber,"Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 62. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 229, lfd. Nr. 2329. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22. 
 Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 224, lfd. Nr. 17","Berlin, 1811","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; darunter Münzzeichen: A 

Rs: Umschrift unter Stabrand und Perlkreis: EIN THALER = XIV. EINE F. M. 18=31 
Bekrönter vierzehnfeldiger Wappenschild auf Lorbeerkranz, umgeben von Kette und Kleinod des Schwarzen Adlerordens 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
48958,2,1690,"Brandenburg,Friedrich I.,König in Preußen,Münze",X 2488,"Gulden, Zweidritteltaler, Kurfürstentum Brandenburg, Friedrich III. (1688-1701), Provinz Westfalen, 1690","Hille, Bastian; Münzmeister
 ",Münzmeister,"3,77 cm",,"17,4 g",Silber,"Die Münzen Friedrich Wilhelms des Großen Kurfürsten und Friedrichs III. von Brandenburg. Auf Grundlage der Sammlung des Königlichen Münzkabinetts, bearb. v. Friedrich Freiherr von Schrötter, Berlin 1913, Nachdruck Bielefeld 1978., S. 250, Nr. 231b. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 3, Die Provinzen Sachsen, Rheinprovinz (mit Hohenzollern), Westfalen, Hannover, Schleswig-Holstein, sowie Ansbach-Bayreuth, Neuenburg, Berlin 1876, Vgl. S. 70, lfd. Nr. 5152-5157. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 17; S. 24","Minden, 1690","Vs: Umschrift unter Strichrand und einfachem Kreis: FRIDER · III · D . G . M . B . S . R . I . ARC · & · EL 
Brustbild des Kurfürsten im antiken Harnisch nach rechts, auf dem Brustpanzer Schuppen, unten · B · H · = * 

Rs: Umschrift unter Strichrand: MONETA NOVA = BRANDENB 1690 
Unter der Kurkrone eingebogenes, verziertes, zehnfeldiges Wappenschild, im Mittelschild das Zepter. Unten im Oval 2/3 .","Brandenburg
Friedrich I., König in Preußen
Münze
"
48999,2,1850,"Preußen,Friedrich Wilhelm IV.,König von Preußen,Münze",X 2618,"Taler, Königreich Preußen, Friedrich Wilhelm IV. (1840-1861), 1855",,,"3,43 cm",,"22,3 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 232, lfd. Nr. 76. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 80","Berlin, 1855","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM IV KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; unten Münzzeichen A 

Rs: Umschrift unter Stabrand und Perlkreis: EIN THALER = XIV EINE F. M. 18 = 55 
Bekrönter Schild mit vierzehn Wappen auf einem Lorbeerkranz, umgeben von der Kette des Schwarzen Adlerordens mit Kleinod 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm IV., König von Preußen
Münze
"
49240,2,1650,"Brandenburg,Friedrich Wilhelm,Kurfürst von Brandenburg,Gedenkmünze,Preußen (Provinz),Münze",X 2460,"Gedenkmünze auf die Erlangung der Souveränität über Preußen, Taler, Kurfürstentum Brandenburg, Friedrich Wilhelm (1640-1688), Provinz Preußen, 1657 

","Becker, Adrian Dr.; Münzmeister
 ","Münzmeister, Wardein","4,4 cm",,"28,9 g",Silber,"Bahrfeldt, Emil: Das Münzwesen der Mark Brandenburg, Bd. 3, Unter Friedrich Wilhelm, dem Großen Kurfürsten und Kurfürst Friedrich III. 1640-1701, Neudr. d. Ausg. Halle a. d. Saale 1913, S. 130, Nr. 356e; S. 166. 
 Die Münzen Friedrich Wilhelms des Großen Kurfürsten und Friedrichs III. von Brandenburg. Auf Grundlage der Sammlung des Königlichen Münzkabinetts, bearb. v. Friedrich Freiherr von Schrötter, Berlin 1913, Nachdruck Bielefeld 1978., S. 211, Nr. 2164 o. 2167. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 31, lfd. Nr. 3331. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S.23","Berlin, 1657","Vs: Umschrift zwischen Strickkreisen: PROVIDENTIÆ H = ÆC = DIVINÆ OBNOXIA;  
Der Kurfürst im Kurhut und Hermelinmantel zu Pferde, nach vorne rechts galoppierend, in der Rechten das Zepter hochhaltend, in der Linken das gesenkte Schwert; unter dem Pferd der preußische Adler. Im Abschnitt 1657. 

Rs: Im Strickkreis: * / FRIDERICH / WILHELM D · G · / MARCH: BRANDENB / S · R · I · ARCHICAM : ET / ELECT : MAGDEB : P · I · / C · M · S · POM : C · V · SIL · CR : / CARN : DUX BURG : / NORIB : P · H · ET M · / C · M · ET R · D · I · R · / Ranken / A = B","Brandenburg
Friedrich Wilhelm, Kurfürst von Brandenburg
Gedenkmünze
Preußen (Provinz)
Münze
"
49474,2,1830,"Preußen,Friedrich Wilhelm III.,König von Preußen,Vereinsmünze,Münze",X 2597,"Doppeltaler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), 1839","Held, Ludwig; Stempelschneider
 ","Medailleur, Stempelschneider","4,09 cm",,"37,3 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 223, lfd. Nr. 9. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, S. 264, lfd. Nr. 219. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 232f., lfd. Nr. 2396. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S.3; S. 22; S. 31. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 64","Berlin, 1839","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG V. PREUSSEN 
Kopf des Königs nach rechts; unten A 

Rs: Umschrift unter Stabrand und Perlkreis: 
Obere Hälfte: 2 THALER VII EINE = F. Mark 3 1/2 Gulden 
Untere Hälfte: [Rosette] VEREINS 18 = 39 MÜNZE [Rosette] 
Im bekröntem aufgezogenen Wappenzelt gekröntes vierzehnfeldiges Wappen, umgeben von der Kette des Schwarzen Adlerordens mit Kleinod 
In den untersten Falten des Zeltes: L = H 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Vereinsmünze
Münze
"
49708,2,1780,"Preußen,Friedrich II.,König von Preußen,Sterbetaler,Münze",X 2554,"Taler, sogenannter ""Sterbetaler"", Königreich Preußen, Friedrich II. (1740-1786), 1786",,,"3,7 cm",,"22,2 g",Silber,"Das Preußische Münzwesen im 18. Jahrhundert, Bd. 1, H. 2, Die Münzen aus der Zeit des Königs Friedrich II. des Großen, bearb. v. Friedrich Freiherr von Schrötter, Berlin 1904 (Acta Borussica. Denkmäler der Preußischen Staatsverwaltung im 18. Jahrhundert)., S. 40, Nr. 473. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 181, lfd. Nr. 1848. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 3; S. 22","Berlin, 1786","Vs: Umschrift unter Strichrand: FRIDERICUS BORUSSORUM REX 
Kopf des greisen Königs mit Lorbeerkranz nach rechts 
RS: Umschrift unter Strichrand: EIN REICHS THALER 
Bekrönter Adler auf Trophäen; im Abschnitt 17 · A · 86 
Laubrand","Preußen
Friedrich II., König von Preußen
Sterbetaler
Münze
"
49726,2,1820,"Preußen,Friedrich Wilhelm III.,König von Preußen,Münze",X 2595,"Taler, Königreich Preußen, Friedrich Wilhelm III. (1797-1840), Rheinprovinz, 1820",,,"3,45 cm",,"22,3 g",Silber,"Arnold, Paul / Küthmann, Harald / Steinhilber, Dirk: Grosser deutscher Münzkatalog von 1800 bis heute, Augsburg 1997, S. 224, lfd. Nr. 13. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 3, Die Provinzen Sachsen, Rheinprovinz (mit Hohenzollern), Westfalen, Hannover, Schleswig-Holstein, sowie Ansbach-Bayreuth, Neuenburg, Berlin 1876, S. 43, lfd. Nr. 4815. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 22. 
 Jaeger, Kurt: Die Münzprägungen der deutschen Staaten vor Einführung der Reichswährung. (1806 - 1873), Bd. 9, Königreich Preußen 1786 - 1873, 2. Aufl., Basel 1970, Nr. 37","Düsseldorf, 1820","Vs: Umschrift unter Stabrand und Perlkreis: FRIEDR. WILHELM III KOENIG VON PREUSSEN 
Brustbild des Königs in Uniform mit Hermelinmantel, Feldbinde, Stern und Orden nach links 

Rs: Stabrand und Perlkreis 
EIN THALER 
Bekrönter Adler über Pauken, Kanonenrohr und Fahnen 
Im Abschnitt: 1820 / D 
Randschrift: GOTT [Ranke] [Kreuz] [Ranke] MIT [Ranke] [Kreuz] [Ranke] UNS [Ranke] [Kreuz] [Ranke]","Preußen
Friedrich Wilhelm III., König von Preußen
Münze
"
49869,2,1790,"Franz II.,Römisch-deutscher Kaiser,Österreich,Karl,Erzherzog von Österreich (1771-1847),Medaille",X 2697,"Medaille für Erzherzog Karl Ludwig auf seine Siege am Rhein (Würzburg 1796) als Oberbefehlshaber der österreichischen Truppen in Süddeutschland und seine Einsätze in Italien, Österreich, Franz II. (1792-1835), 1798","Guillemard, Anton; Medailleur
 ",,"4,23 cm",,"26,5 g",Silber,,"Prag, 1798","Vs: Umschrift unter Randstab: CAR · LVD · AVSTR · BOHEM · SERVATOR 
Porträtbildnis des Erzherzogs mit antikem Helm und Brustschild nach rechts 
Darunter Münzzeichen des Medailleurs: A · Guillemard 

Rs: Aufschrift: RHENI / PACATOR / ET / ISTRI 
Im Abschnitt: BOHEMIA FELIX / MD CCLXXXXVIII","Franz II., Römisch-deutscher Kaiser
Österreich
Karl, Erzherzog von Österreich (1771-1847)
Medaille
"
49906,2,1690,"Brandenburg,Friedrich I.,König in Preußen,Münze",X 2483,"Gulden, Zweidritteltaler, Kurfürstentum Brandenburg, Friedrich III. (1688-1701), Provinz Sachsen, 1695","Sehlen, Johann Caspar von; Münzmeister
 ","Münzmeister, Wardein","3,71 cm",,"17,3 g",Silber,"Die Münzen Friedrich Wilhelms des Großen Kurfürsten und Friedrichs III. von Brandenburg. Auf Grundlage der Sammlung des Königlichen Münzkabinetts, bearb. v. Friedrich Freiherr von Schrötter, Berlin 1913, Nachdruck Bielefeld 1978., S. 245, Nr. 181","Magdeburg, 1695","Vs: Umschrift unter Strichrand und einfachem Kreis: FRIDER · III · DG · M · B · S · R · I · A-C · & EL · 
Brustbild des Kurfürsten im deutschen Harnisch und Umhang nach rechts 

Rs: Umschrift unter Strichrand und einfachem Kreis: MONETA NOVA = BRANDENB · 1695 
Unter der Kurkrone zehnfeldiges Wappenschild, im eingebogenen Mittelschild das Zepter, unten im Oval 2/3 , an den Seiten I C = S *","Brandenburg
Friedrich I., König in Preußen
Münze
"
