id,imageid,year,keywords,_titel,_bemerkung,_ausleihe,_rueckgabe,_digitalisat1,_digitalisat2,_digitalisat3,_opac,_verfasser
48,191461628,1823,"Kunst,Ästhetik,Bildende Kunst,Graphik",Curiosities Vol. I-III. 3 Vol.,"Zunächst ""1-3 Bde"" geschrieben, später gestrichen und zu ""1{r} Bd"" korrigiert. Erneut gestrichen und ""Vol. I-III. 3 Vol."" ergänzt.",06.02.1823,24.03.1823,https://archive.org/details/curiositieslit02disr,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000635927,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285449,https://lhwei.gbv.de/DB=2/PPN?PPN=191461628,"Disraeli, Isaac"
49,191821780,1826,"Geographie,Historische Geographie,Geschichte,Bedeutende Historiker",Herodote Hist. p. Larcher 5. 6. 7. B.,,22.04.1826,27.04.1826,https://archive.org/details/histoiredhrodot09unkngoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644509,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286215,https://lhwei.gbv.de/DB=2/PPN?PPN=191821780,Herodotus 
50,191821896,1826,"Geographie,Historische Geographie,Geschichte,Bedeutende Historiker",Herodote Hist. p. Larcher 5. 6. 7. B.,,22.04.1826,27.04.1826,https://archive.org/details/histoiredhrodot01laregoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644509,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286215,https://lhwei.gbv.de/DB=2/PPN?PPN=191821896,Herodotus 
51,191821977,1826,"Geographie,Historische Geographie,Geschichte,Bedeutende Historiker",Herodote Hist. p. Larcher 5. 6. 7. B.,,22.04.1826,27.04.1826,https://archive.org/details/histoiredhrodot02herogoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644509,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286215,https://lhwei.gbv.de/DB=2/PPN?PPN=191821977,Herodotus 
52,193074249,1818,"Geschichte,Bedeutende Historiker",Dictionary of Peinters.,,03.06.1818,20.07.1818,https://archive.org/details/dictionaryofpain00goul,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000606480,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284440,https://lhwei.gbv.de/DB=2/PPN?PPN=193074249,
53,193487675,1820,"Theologie,Kirchenlehre","Dictionnaire de l'ancienne régime et des abus féodaux",,08.03.1820,10.04.1820,www.archive.org/details/dictionnairedela00ddep,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612955,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285053,https://lhwei.gbv.de/DB=2/PPN?PPN=193487675,"D./de P., Paul "
54,193694301,1802,"Kunst,Ästhetik,Bildende Kunst,Architektur",Du Mont Basilique de St. Pierre de Rome. a Par. ,,XX.05.1802,XX.XX.18XX,https://archive.org/details/gri_33125008632776,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000011029,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281798,https://lhwei.gbv.de/DB=2/PPN?PPN=193694301,"Dumont,  Gabriel Martin"
55,194507467,1813,,M. Polo Reise dr. China.,"Irrtümlich bereits in Ausleihjournal Loc A 35.7 ausgestrichen, ohne Rückgabedatum. - Erst in Loc A 35.8 Rückgabedatum vermerkt und ausgestrichen. - Keudell notiert irrtümlich als Rückgabedatum 17.11.1813.",12.10.1813,07.02.1814,https://archive.org/details/bub_gb_pO9aAAAAQAAJ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470867,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283561,https://lhwei.gbv.de/DB=2/PPN?PPN=194507467,
56,194747271,1818,"Geschichte,Bedeutende Historiker","Elphinstone's Account of Caubal",,28.09.1818,20.11.1818,https://archive.org/details/bub_gb_FOc-AAAAYAAJ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000606480,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284495,https://lhwei.gbv.de/DB=2/PPN?PPN=194747271,"Elphinstone, Mountstuart "
57,214371654,1825,"Geographie,Reisebeschreibungen,Europa,Griechenland",Gells Journey in the Morea,,07.04.1825,30.04.1825,https://archive.org/details/narrativeajourn00gellgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644438,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285934,https://lhwei.gbv.de/DB=2/PPN?PPN=214371654,"Gell, William"
58,214378438,1827,"Deutsch,Literatur,Zeitschriften,epochenübergreifend,Sammlungen",Schütz Epigram̄at#. Anthologie 3 Bde.,,07.01.1827,16.02.1827,https://archive.org/details/epigrammatische00theigoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710055,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286448,https://lhwei.gbv.de/DB=2/PPN?PPN=214378438,
59,216361877,1815,"Buchwesen,Nachschlagewerk",Majers Allgemeines Mythologisches Lexikon. 1. 2. Thl. 2 Bde.,,17.04.1815,19.05.1815,https://archive.org/details/bub_gb_MuJAAAAAcAAJ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491181,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283894,https://lhwei.gbv.de/DB=2/PPN?PPN=216361877,"Majer, Friedrich"
60,216361966,1815,"Buchwesen,Nachschlagewerk",Majers Allgemeines Mythologisches Lexikon. 1. 2. Thl. 2 Bde.,,17.04.1815,19.05.1815,https://archive.org/details/bub_gb_R-JAAAAAcAAJ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491181,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283894,https://lhwei.gbv.de/DB=2/PPN?PPN=216361966,"Majer, Friedrich"
61,219104360,1812,"Französisch,Literatur,1720 - 1789",De Grimm et de Diderots Correspondance litter. V Vol.,"Erst auf Blatt 125 v ausgestrichen, ohne Rückgabedatum. - Rückgabe nach dem 13.03.1813 (Übertrag auf Blatt 125 v), vor dem 19.01.1814 (kein Übertrag mehr in Ausleihjournal Loc A 35.8). - Zusätzlich 1812 in Ausleihjournal Loc A 35.6, Blatt 86 r, im Alphabet der Autoren/Titel unter Buchstabe G als Entleihung J. W. Goethes verzeichnet.",12.10.1812,XX.XX.18XX,https://archive.org/details/correspondancel20grimgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470822,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283326,https://lhwei.gbv.de/DB=2/PPN?PPN=219104360,"Grimm, Friedrich Melchior, von"
62,225019973,1826,"Geographie,Reisebeschreibungen,Europa,Frankreich,Niederlande,Flandern,Wallonie",Hardy: a picturesque and descriptive Tour in the Mountains of the High Pyrenees,Erst in Ausleihjournal Loc A 35.15 Rückgabedatum vermerkt und ausgestrichen. ,14.07.1826,02.01.1827,https://archive.org/details/apicturesqueand00hardgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644460,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286283,https://lhwei.gbv.de/DB=2/PPN?PPN=225019973,
63,235424153,1817,"Kunst,Ästhetik,Bildende Kunst,Architektur","Labacco Libro d'Architettura. Roma. 1558.",Signatur im Ausleihjournal vermutlich verschrieben. - Werk unter der Signatur N 1 : 3 von 1559; erste Auflage von 1552.,21.09.1817,25.09.1817,https://archive.org/details/gri_33125012921546,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000606468,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284293,https://lhwei.gbv.de/DB=2/PPN?PPN=235424153,"Labacco, Antonio"
64,235655376,1804,"Sprache,Philologie,vergleichend,französisch",La Harpe Lycée. T. I-XIV. in 16 Bänden. La Harpe Lycée T. V.,Keudell liest irrtümlich als Rückgabedatum 18.02.1805.,14.12.1804,18.06.1805,https://archive.org/details/bub_gb_5rjtI7AJKxYC,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000039629,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282062,https://lhwei.gbv.de/DB=2/PPN?PPN=235655376,"La Harpe, Jean-François de"
65,undefined,1829,"Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich,Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen",Vassor Hist. de Louis XIII. T. 1-10. 19 Vol.,,09.09.1829,14.09.1829,https://archive.org/details/bub_gb_4hhBL82ayhQC,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717094,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287218,https://lhwei.gbv.de/DB=2/PPN?PPN=238428605,"Le Vassor, Michel"
66,238428664,1829,"Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich,Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen",Vassor Hist. de Louis XIII. T. 1-10. 19 Vol.,,09.09.1829,14.09.1829,https://archive.org/details/bub_gb_4hhBL82ayhQC,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717094,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287218,https://lhwei.gbv.de/DB=2/PPN?PPN=238428664,"Le Vassor, Michel"
67,241070406,1820,"Theologie,Kirchenlehre","Macculloch's western Island of Scotland T. I-III. 3 Vol.","Keudell ermittelte dasselbe Werk, gibt aber die flaschen Signatruen an. Unter Aa 6 : 613 [h, i] steht das Werk: Logan, James: The Scottish Gae͏̈l; or, Celtic manners, as preserved among the Highlanders : being an historical and descriptive account of the inhabitants, antiquities and national peculiarities of Scotland. Vol. 1 und Vol. 2. ",25.03.1820,26.06.1820,https://archive.org/details/adescriptionwes01maccgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612955,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285088,https://lhwei.gbv.de/DB=2/PPN?PPN=241070406,"Macculloch, John"
68,241070430,1820,"Theologie,Kirchenlehre","Macculloch's western Island of Scotland T. I-III. 3 Vol.","Keudell ermittelte dasselbe Werk, gibt aber die flaschen Signatruen an. Unter Aa 6 : 613 [h, i] steht das Werk: Logan, James: The Scottish Gae͏̈l; or, Celtic manners, as preserved among the Highlanders : being an historical and descriptive account of the inhabitants, antiquities and national peculiarities of Scotland. Vol. 1 und Vol. 2. ",25.03.1820,26.06.1820,https://archive.org/details/adescriptionwes00maccgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612955,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285088,https://lhwei.gbv.de/DB=2/PPN?PPN=241070430,"Macculloch, John "
69,248604724,1825,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal",Brother Jonathan: or the new Englanders T. I. II. III. 3 Vol.,,18.12.1825,12.01.1826,https://archive.org/details/brotherjonathan00nealgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644451,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286120,https://lhwei.gbv.de/DB=2/PPN?PPN=248604724,"Neal, John"
70,248604848,1825,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal",Brother Jonathan: or the new Englanders T. I. II. III. 3 Vol.,,18.12.1825,12.01.1826,https://archive.org/details/brotherjonathan01nealgoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644451,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286120,https://lhwei.gbv.de/DB=2/PPN?PPN=248604848,"Neal, John"
71,25352394X,1829,"Sprache,Philologie,vergleichend",Villemain Cours de Littérat. francaise,"Exemplar unter der Signatur Dd 6 : 728 [a] [1] ausgeschlossen, da Provenienz: Sachsen-Weimar-Eisenach, Hauptfideikommiss-Bibliothek.",04.04.1829,15.05.1829,https://archive.org/details/coursdelittratu10fragoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717075,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287041,https://lhwei.gbv.de/DB=2/PPN?PPN=25352394X,"Villemain, Abel François"
72,253727367,1826,"Biographien,Memoiren,Leichenpredigten,Briefe,Sammelwerke",Teissier Eloges des hom̄es savans T. 1. 2. 1 Vol,"Zunächst ""T. 1-4. 2 Vol"" notiert, später in roter Tinte zu ""T. 1. 2. 1 Vol"" korrigiert. Vermutlich zunächst Entleihung von vier Bänden, von denen nur die ersten beiden zurückbehalten wurden.",24.11.1826,04.12.1826,https://archive.org/details/leselogesdeshomm01thou,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644472,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286374,https://lhwei.gbv.de/DB=2/PPN?PPN=253727367,"Thou, Jacques Auguste de"
73,254161332,1809,"Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich,Allgemeines,Universitäten,Akademien,wissenschaftliche Gesellschaften","Pelisson. Rélation contenant l'Hist. de l'Academie fr.",,14.11.1809,09.01.1810,https://archive.org/details/relationcontenan00pell,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506917,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282788,https://lhwei.gbv.de/DB=2/PPN?PPN=254161332,"Pellisson, Paul "
74,26977677X,1828,"Sprache,Philologie,Griechisch,neuGriechisch",Rizo: Cours de Litterature grecque moderne Publie par J. Humbert. Geneve 1827.,Erst in Ausleihjournal Loc A 35.16 Rückgabedatum vermerkt und ausgestrichen. ,16.04.1828,04.01.1830,https://archive.org/details/coursdelittratu00nerogoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710089,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286813,https://lhwei.gbv.de/DB=2/PPN?PPN=26977677X,"Rizos Nerulos, Iakōbakēs "
75,303395893,1795,"Kunst,Ästhetik,Bildende Kunst,Architektur","Serlio tutte l'Opere d'Architettura",Rückgabe vor dem 06.12.1797 (kein Übertrag in Ausleihjournal Loc A 35.2).,04.11.1795,XX.XX.17XX,https://archive.org/details/tutteloperedarch00serl,https://haab-digital.klassik-stiftung.de:443/viewer/image/1513411535/104/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281020,https://lhwei.gbv.de/DB=2/PPN?PPN=303395893,"Serlio,  Sebastiano "
76,304763551,1827,"Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen,Englisch,Literatur,seit 1720,Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich",W. Scott Life of Napol. Buonaparte T. 5-9. 5 Vol.,"Zunächst die Entleihung aller 9 Bände notiert: ""T. 1-9. 9 Vol."", dann in schwarzer Tinte zu ""T. 5-9. 5 Vol."" korrigiert. Später diese Angabe gestrichen und in roter Tinte die zuletzt noch entliehenen Bände ""8°-9."" vermerkt.",19.11.1827,02.01.1828,https://archive.org/details/lifenapoleonbuo10unkngoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710076,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286763,https://lhwei.gbv.de/DB=2/PPN?PPN=304763551,"Scott, Walter "
77,30476356X,1827,"Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen,Englisch,Literatur,seit 1720,Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich",W. Scott Life of Napol. Buonaparte T. 5-9. 5 Vol.,"Zunächst die Entleihung aller 9 Bände notiert: ""T. 1-9. 9 Vol."", dann in schwarzer Tinte zu ""T. 5-9. 5 Vol."" korrigiert. Später diese Angabe gestrichen und in roter Tinte die zuletzt noch entliehenen Bände ""8°-9."" vermerkt.",19.11.1827,02.01.1828,https://archive.org/details/lifenapoleonbuo00unkngoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710076,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286763,https://lhwei.gbv.de/DB=2/PPN?PPN=30476356X,"Scott, Walter "
78,304763616,1827,"Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen,Englisch,Literatur,seit 1720,Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich",W. Scott Life of Napol. Buonaparte T. 5-9. 5 Vol.,"Zunächst die Entleihung aller 9 Bände notiert: ""T. 1-9. 9 Vol."", dann in schwarzer Tinte zu ""T. 5-9. 5 Vol."" korrigiert. Später diese Angabe gestrichen und in roter Tinte die zuletzt noch entliehenen Bände ""8°-9."" vermerkt.",19.11.1827,02.01.1828,https://archive.org/details/lifenapoleonbuo09unkngoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710076,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286763,https://lhwei.gbv.de/DB=2/PPN?PPN=304763616,"Scott, Walter "
79,304763624,1827,"Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen,Englisch,Literatur,seit 1720,Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich",W. Scott Life of Napol. Buonaparte T. 5-9. 5 Vol.,"Zunächst die Entleihung aller 9 Bände notiert: ""T. 1-9. 9 Vol."", dann in schwarzer Tinte zu ""T. 5-9. 5 Vol."" korrigiert. Später diese Angabe gestrichen und in roter Tinte die zuletzt noch entliehenen Bände ""8°-9."" vermerkt.",19.11.1827,02.01.1828,https://archive.org/details/lifenapoleonbuo07unkngoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710076,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286763,https://lhwei.gbv.de/DB=2/PPN?PPN=304763624,"Scott, Walter "
80,304763632,1827,"Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen,Englisch,Literatur,seit 1720,Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich",W. Scott Life of Napol. Buonaparte T. 5-9. 5 Vol.,"Zunächst die Entleihung aller 9 Bände notiert: ""T. 1-9. 9 Vol."", dann in schwarzer Tinte zu ""T. 5-9. 5 Vol."" korrigiert. Später diese Angabe gestrichen und in roter Tinte die zuletzt noch entliehenen Bände ""8°-9."" vermerkt.",19.11.1827,02.01.1828,https://archive.org/details/lifenapoleonbuo11unkngoog,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710076,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286763,https://lhwei.gbv.de/DB=2/PPN?PPN=304763632,"Scott, Walter "
81,306678241,1815,"Naturwissenschaften,Technik,Gartenbau",Zeyhers Beschreib. d. Gartenanlagen zu Schwetzingen,"Erst in Ausleihjournal Loc A 35.9 ausgestrichen, kein Rückgabedatum vermerkt. - Rückgabe nach dem 31.12.1815 (Übertrag in Ausleihjournal Loc 35.9), vor dem 04.01.1817 (kein Übertrag mehr in Ausleihjournal Loc A 35.10).",11.11.1815,XX.XX.18XX,https://archive.org/details/beschreibungderg00zeyh,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491193,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283965,https://lhwei.gbv.de/DB=2/PPN?PPN=306678241,"Zeyher, Johann Michael"
82,310900336,1829,"Naturwissenschaften,Technik","Stuart, Hist. descriptive de la Machine pp",,07.04.1829,18.05.1829,https://archive.org/details/bub_gb_5KwJVmgsVBYC,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717075,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287041,https://lhwei.gbv.de/DB=2/PPN?PPN=310900336,"Stuart, Robert"
83,undefined,1823,"Geographie,Reisebeschreibungen,Orient,Türkei,Palästina,Persien,Arabische Länder,Deutsch,Literatur,Goethezeit,Neuzeit","Visconti Lettre sur les Sculptures dans la collections du Cte d'Elgin",Entleihung vermutlich zwischen dem 01.05. und 06.06.1823 (zuvor und im Anschluss notierte Ausleihdaten).,XX.XX.1823,09.06.1823,https://archive.org/details/lettreduchevanto00visc,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629579,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285490,https://lhwei.gbv.de/DB=2/PPN?PPN=317850024,"Visconti, Ennio Quirino"
