id,year,keywords,imagenum,_verfasser,_ort,_titel,_umfang,_inhalt,_beilagen
KnF_1757-23,1757,"Flugschrift,Gedicht,Schlacht,Preußen,Panegyrik",7,,"Berlin: Grynäus und Decker, [1757]",Ode auf den am 6ten Mai dieses 1757sten Jahres von Sr. Königl. Maj. in Preußen erfochtenen großen Sieg und darauf erfolgten gänzlichen Niederlage der Oesterreichischen Armee bey Praag jenseits der Moldau von J. H. S. R.,4 Blatt,"Ode auf die Schlacht bei Prag (6. Mai 1757) und ihre Folgen; 22 Strophen, die den preußischen Sieg, als von einer Größe verherrlichen, wie sie in der Geschichte Österreichs nicht zu finden sei; Friedrich II als persönlich führender, erfolgreicher und dennoch mit den Opfern fühlender Feldherr, der vom Kriegsglück sowie „Gott, Freyheit und Religion“ bevorzugt wird; der König streitet für „das Wohl des Reichs“ und verteidigt seine Länder; Maria Theresia hingegen ist abhängig vom Rat anderer (Kaunitz) und Feindin „der preußischen Ruhe“; die Pläne des Wiener Hofes sind von „Eigensinn“ und „Hochmut“ geprägt; als Folge der Schlacht werden die Unterstützer im Reich und die auswärtigen Bündnispartner Österreichs für das Land von geringem Nutzen sein; Maria Theresia sollte Frieden schließen; Österreich wird sich gegenüber den Opfern des Krieges verantworten müssen; Trauer um den Grafen Schwerin und andere preußischer Helden (Friedrich Prinz von Holstein-Beck = „junger Zweig von Holsteins Stamme“); Hoffnung auf einen Frieden noch 1757.",
KnF_1757-24,1757,"Flugschrift,Gedicht,Ruhm,Panegyrik,Deutschland,Kriegsbild",15,,"ohne Impressum, 1757",Der Krieg. Ode.,8 Blätter,"Verherrlichung Friedrichs II. als „Werkzeug“ Gottes; der König kämpft mit „würcklich deutsche[m] Heere“ für „Freyheit und Religion“; der Krieg ist die Strafe Gottes für „Laster Deutschlands“, eine Strafe die nicht durch „Wunder“, sondern durch der „Deutschen eigene Hand“ vollzogen wird; Klage über die Uneinigkeit in „Deutschland“, statt gemeinsam den „gemeinen Feind“ zu bekämpfen, kriegt „Adler gegen Adler“ und Bruder gegen Bruder, um „Deutschland zu zerstören“; die bisher vom Krieg verschonten Gebiete sollen zittern; auch sie werden in den Krieg hineingezogen werden; Ankündigung einer sintflutartigen Strafe; auf den Ruinen wird ein „neues schöners Weltgebäude“ entstehen.",
KnF_1757-25,1757,"Flugschrift,Deutschland,Neutralität,Friede,Antike",13,,"ohne Impressum, 1757",Die Neutralität.,14 Seiten,"Bericht über Ursache und Verlauf des Krieges bis in das Jahr 1757; zum Teil auf Basis der publizierten Schriften beruhende Schilderung der Absichten und Handlungen der zumeist antike Namen tragenden Beteiligten; im Zentrum des Konfliktes zwischen Friedrich II. (Fürst Brenno) und Maria Theresia (Großfürstin Miriam) steht der Besitz Schlesiens (Elisien); den Namen „Brenno“ trägt der König vielleicht als Erinnerung an den Plünderer Roms; beide sollten im Interesse des Reiches Frieden schließen; Eröffnung des Krieges durch Friedrichs II. Einmarsch und Besetzung Sachsens als aus Sicht des Königs gerechtfertigte defensive Maßnahmen; Kriegsverlauf in Böhmen; Reaktionen zunächst des Kaisers und des Hofrates, die Friedrichs II. Vorgehen als Bruch des Landfriedens betrachten; Beschluss des Reichstages zur Reichsexekution; preußischer Protest mit Verweis auf Verstöße gegen die Reichsgesetze und eine fehlende Mehrheit im Reichstag sowie Drohung, nicht neutrale Reichsstände zur Neutralität zu zwingen; Verbündete Preußens agieren im Westen des Reiches, das Korps des Obristen von Mayr im Südwesten; die sich 1757 zeigenden Erfolge der Gegner Friedrichs II. resultieren v. a. aus ihrer Missachtung durch den König; die „erzwungene“ Neutralität rächt sich jetzt, alles scheinen sich gegen ihn zu verbünden.",
KnF_1757-26,1757,"Flugschrift,Schlacht,Preußen,Österreich",7,,"Lisboa, 1757",Noticia Da Tomada De Strigau Na Silesia Pelas Tropas Prussianas.,7 Seiten,Bericht über die Manöver der preußischen Armee in Schlesien.,
KnF_1757-27,1757,"Flugschrift,Brief,Preußen,Sachsen,Rechtsfrage",27,"[Le Coq, Johann Jakob], [Übersetzung: Heyne, Cristian Gottlob]","ohne Impressum, 1757","Briefe einer Privat-Person an einen seiner Freunde, über den Einfall in Sachsen, so durch den König von Preußen unternommen worden.",28 Seiten,"Deutsche Übersetzung der Briefe 1 bis 5 der „Lettres D'Un Particulier A Un De Ses Amis Sur L'Invasion De La Saxe Faite Par Le Roi De Prusse“ und Auseinandersetzung mit den zunächst zur Legitimation des preußischen Einmarsches angeführten „Gesetze des Krieges, Zeitläufte und Sicherheit der eigenen Lande“; die gegen den Dresdner Hof erhobenen Vorwürfe sind ungerechte und unbegründete Beschuldigungen, für die es keine Beweise gibt, sonst würde man diese veröffentlichen; Sachsen war neutral; Besetzung erfolgt nicht nach den „Gesetzen des Krieges“, sondern weil es von Vorteil für Friedrich II. ist; seine eigentliche Pläne sehen einen Krieg in Böhmen gegen Österreich und den dafür günstigen Besitz der Elbe zur Truppenversorgung vor; Einmarsch und Besatzung widersprechen der verkündeten „Freundschaft“ für den sächsischen Kurfürsten; es handelt sich um eine feindliche Besatzung; die vom preußischen König beklagten Zeitläufte hat er selbst durch seine „Eroberungsbegierde“ und seine politische Unzuverlässigkeit herbeigeführt; Preußen hat keine Freunde; im Bündnis Preußens mit Großbritannien die eigentliche Ursache für die gegenwärtige Umkehrung der Allianzen (Renversement des alliances).",
KnF_1757-28,1757,"Flugschrift,Gedicht,Bündnissystem,Sachsen,Rechtsfrage,Kriegsverlauf",23,,"ohne Impressum, 1757",Poetischer Traum bey Gelegenheit des gegenwärtigen innerlichen Krieges der Teutschen.,24 Seiten,"Traum eines Poeten; in diesem sieht und hört er das Zwiegespräch zwischen Maria Theresia und Friedrich II., „Salomo des Nordens“ und „Wunder dieser Zeiten“; beide sind mit Schwert gegürtet und sprechen über den Beginn des Krieges und dessen Ursachen, die dabei ausgetauschten Argumente entsprechen denen der von beiden Seiten publizierten offiziellen Schriften; nachdem das Kriegsglück zunächst den König zu begünstigen schien, ist die Monarchin nun (1757: im Januar Reichskrieg gegen Friedrich II.,  und Allianz mit Rußland, 1. Mai Offensivbündnis mit Frankreich) überzeugt, ihre Ziele erreichen zu können; Friedrich bekundet seine Bereitschaft zu einem Frieden, der ihm den Besitz Schlesiens und seiner ererbten Länder garantiert; die Königin und ihre Alliierten hingegen haben Friedrich als ihren Feind  „schon längst den Untergang geschworen und hoffen „noch in die Mark von Deinen Ländern“ vorzudringen; die Königin baut auf die militärische Macht ihrer Alliierten (Rußland, Frankreich) und auf die Reichsarmee (Reichsexekution), der Übermacht wird Friedrich nicht widerstehen können, sie ist sich ihres Sieges gewiss; Friedrich hingegen vertraut auf Gott, auf die Gerechtigkeit seiner Sache; in seinen Augen ist es Maria Theresia, die einen möglichen Friedensschluss verhindert.",
KnF_1757-29,1757,"Flugschrift,Preußen,Sachsen,Rechtsfrage,Geschichte als Argument",22,,"ohne Impressum, 1757","Untersuchung derjenigen Gründe, welche Ihro Königl. Majetät in Preußen, zu Folge einer von Denenselben ertheilten Declaration, bewogen haben, Dero Kriegs-Völker in die Chur-Sächsischen Lande am 29. Aug. a. el. [1756] einrücken zu lassen.",24 Seiten,"Sowohl das Natur- und Völkerrecht als auch das „teutsche Staatsrecht“ setzen dem Recht auf Selbsthilfe enge Grenzen; da zum Zeitpunkt des Einmarsches keinerlei Feindseligkeiten Sachsens vorlagen, verstößt Preußen gegen „allgemeine Reichsgesetze“, die Verfassung des „Kurfürstenkollegiums“, welche nochmals besonders die Pflichten zwischen den Mitgliedern festlegt und gegen die Verpflichtungen, die sich aus der Erbverbrüderung zwischen Sachsen und Preußen ergeben, es liegt ein Bruch des Landfriedens vor; Verpflichtung des Kaisers zur Wahrung des Landfriedens, entsprechend der von ihm beschworenen Wahlkapitulation (und damit dem Schutz der Reichsgesetze); die von Preußen behauptete Bedrohung der reichsständischen Rechte geht nicht vom Wiener Hof, sondern von Friedrich II. aus; der spätere Umgang mit Sachsen steht im offensichtlichen Widerspruch zur beim Einmarsch veröffentlichten Erklärung (u. a. Versorgung von 60.000 Soldaten, Öffnung des Dresdner Kabinetts trotz Weigerung der Kurfürstin, Zeughäuser Sachsens geleert); Zweifel an der Echtheit der Dokumente aus dem Kabinett; Petersburger Vertrag (1746) ist ein Defensivbündnis, da es erst nach einer Aggression wirksam wird; da Sachsen dem Bündnis nicht beigetreten ist, kann auch dieser Vertrag nicht zur Legitimation des Einmarsches und der „Verwahrung“ des Landes genutzt werden.",
KnF_1757-3,1757,"Flugschrift,Österreich,Kriegsverlauf,Rechtsfrage",7,,"Lissabon, 1757","Noticia Da Entrada Que As Tropas Austriacas Fizeram Na Silezia, E Se A Junta Hum Edicto Da Serenissima Imperatriz Rainha de Ungria, aos habitantes da mesma Silezia, traduzido em Portuguez.",7 Seiten,"Meldung über die Ereignisse in Schlesien mit Abdruck eines Ediktes Maria Theresias vom 28. Juni 1757 in welchem sie die Bürger einiger schlesischer Städte auffordert, ihr die Treue zu schwören; obwohl Friedrich II. der Besitz Schlesiens in den Verträgen von Breslau (1742), Dresden (1745) und Aachen (1748) zugesichert wurde, versucht Maria Theresia wieder in den Besitz des Landes zu gelangen; Gerüchte über geringe Stärke der preußischen Armee in Schlesien bewegen den Wiener Hof, Truppen nach Schlesien zu entsenden; mit der Aufgabe betraut Feldmarschall Daun den General Putoski; Eroberung der Städte Ratibor und Glogau sowie einiger weitere Orte ohne größere Gegenwehr der preußischen Truppen; der General lässt Edikt veröffentlichen; durch Friedrichs Bruch des Dresdner Friedens könne er sich nicht mehr als legitimer Herrscher Schlesiens betrachten;
Erinnerung an die vorhergehende, gute Herrschaft durch das Erzhaus.",
KnF_1757-30,1757,"Flugschrift,Staatsschrift",3,,"Merseburg: Heybruch, [1757]","Verzeichniß von Actis Pvblicis, und andern in den itzigen Krieg einschlagenden Schriften, welche alle in Quarto gedruckt sind.",2 Blatt,"Verzeichnis von im Quartformat gedruckten Schriften, die den Krieg thematisieren.",
KnF_1757-31,1757,"Flugschrift,Schlacht,Kriegsverlauf,Preußen,Österreich",7,"Rutant (Comte de Marainville), Charles Joseph de","Paris: Ballard, 1757","Relation De La Bataille De Cotchemitz Gagnée Par L'Armee Imperiale commandée par M. le Maréchal de Daun sur celle du Roi de Prusse, commandée par lui-même. Cette Relation a été redigée par M. le comte de Marainville, Capitaine de Carabiniers, que le Roi avoit envoye servir à l'Armee de M. le Maréchal de Daun, lequel a charge cet Officier de porter à S. M. L'Imperatrice les details de cette Bataille, accompagnes d'un plan qu'il en avoit fait pour en donner une idée plus exacte. Cette Princesse l'a fait partir sur le champ pour porter au Roi ces mêmes détails.",8 Seiten,"Bericht des französischen Offiziers Charles Joseph de Rutant, Grafen von Marainville, vom Sieg der österreichischen Armee über das von Friedrich II. geführte Heer; de Rutant begleitete die österreichischen Truppen, um Frankreich von deren Kämpfen gegen Preußen zu berichten; Schilderung des Aufmarsches der Gegner, der Aufstellung der Armeen, des Verlaufes der Schlacht und der Verluste; Bewertung des Sieges als außergewöhnlich; hervorgehoben werden die Härte des Kampfes, die Disziplin, Standhaftigkeit und Tapferkeit der österreichischen Armee und der Mut der sächsischen Soldaten; über allem aber stehen die Übersicht und die persönliche Tapferkeit des Feldmarschalls von Daun.",
KnF_1757-32,1757,"Flugschrift,Brief,Sachsen,Preußen,Rechtsfrage,Kriegsschuldfrage",26,"[Le Coq, Johann Jakob]","ohne Impressum, 1757","Lettres D'Un Particulier A Un De Ses Amis Sur L'Invasion De La Saxe Faite Par Le Roi De Prusse.",25 Seiten,"Auseinandersetzung in 5 Briefen mit den zunächst zur Legitimation des preußischen Einmarsches angeführten „Gesetze des Krieges, Zeitläufte und Sicherheit der eigenen Lande“; die gegen den Dresdner Hof erhobenen Vorwürfe sind ungerechte und unbegründete Beschuldigungen, für die es keine Beweise gibt, sonst würde man diese veröffentlichen; Sachsen war neutral; Besetzung erfolgt nicht nach den „Gesetzen des Krieges“, sondern weil es von Vorteil für Friedrich II. ist; seine eigentliche Pläne sehen einen Krieg in Böhmen gegen Österreich und den dafür günstigen Besitz der Elbe zur Truppenversorgung vor; Einmarsch und Besatzung widersprechen der verkündeten „Freundschaft“ für den sächsischen Kurfürsten; es handelt sich um eine feindliche Besatzung; die vom preußischen König beklagten Zeitläuft hat er selbst durch seine „Eroberungsbegierde“ und seine politische Unzuverlässigkeit herbeigeführt; Preußen hat keine Freunde; im Bündnis Preußens mit Großbritannien die eigentliche Ursache für die gegenwärtige Umkehrung der Allianzen (Renversement des alliances).",
KnF_1757-33,1757,"Flugschrift,Replik,Preußen,Sachsen,Österreich,Rechtsfrage,Geschichte als Argument",39,"[Pezold, Johann Sigismund], [Übersetzung: Kauderbach, Johann Heinrich]","Vienne: Trattner, 1757","Les Preuves Evidentes, Reponse Au Memoire Raisonné De La Cour De Berlin, Au sujet de la Conduite des Cours de Vienne & de Dresde. A Varsovie 1757.",40 Seiten,"Übersetzung ins Französische der „Natürliche[n] Vorstellung der Wahrheit: entgegen gesetzet dem Preußischem so genannten Gründlichen und überzeugenden Bericht von dem Betragen derer Höfe zu Wien und Dreßden.“, die der deutschen Ausgabe (Warschau 1756) beigefügten 39 Beilagen zur Bekräftigung der sächsischen Argumentation fehlen; detaillierte Schilderung des Einmarsches und der Besetzung; Zurückweisung der in den preußischen Schriften erhobenen Vorwürfe hinsichtlich der von Sachsen ausgehenden Bedrohung und dem sich daraus ergebenden Recht zur „Notwehr“; das als feindlich zu betrachtende Verhalten der Preußen in Sachsen, gegenüber dem Land, dem Kurfürsten und dessen Familie steht im Kontrast zur behaupteten „Freundschaft“ und der Ankündigung , dieses als „Depositum“ zu behandeln; Friedrichs II. Hoffnung auf ein Bündnis mit dem sächsischen Kurfürsten wird sich nicht erfüllen; bei den von Preußen angeführten Begründungen (1. Gesetze des Krieges, 2. unglückliche Zeitläufte, 3. Eigene Sicherheit) handelt es sich um „Scheingründe“; der preußische Überfall verstößt Verstoß gegen die Reichsgesetze, gegen die Pflichten als Mitglied des Kurfürstenkollegiums und die, die sich aus der Erbverbrüderung ergeben; die Bedrohung für die Rechte der Reichsstände geht nicht vom Wiener Hof, sondern von Berlin aus; Verteidigung des Petersburger Vertrages (1746) als Defensivallianz, der Sachsen zudem nicht beigetreten ist.",
KnF_1757-34,1757,"Flugschrift,Rechtsfrage,Kriegsschuldfrage,Preußen",23,,"ohne Impressum, 1757",Gedanken über eines Schweitzers Betrachtung derer Bewegungsgründe des gegenwärtigen Krieges.,22 Seiten,"Reaktion auf „Die Betrachtungen eines Schweitzers über die Bewegungsgründe zu gegenwärtigem Kriege“, eine Publikation, die der propreußischen Autor des vorliegenden Textes zu den „überflüßige[n] Schriften“ zählt und als „Luftstreich“ betrachtet; Preußens Auftreten zeichnet sich durch Mäßigung und Friedfertigkeit aus; die „Herrschsucht“ des Wiener Hofes, die die Sicherheit der Lande Friedrichs II. sowie die durch die Reichsgesetze garantierten Rechte und Freiheiten aller Reichsstände bedroht, besonders aber die der protestantischen, zwingt den König zum Einsatz seiner Waffen; Österreich ist „undankbar“ (Kurfürstentum Hannover und dessen bisherige Unterstützung) und bricht Eide und Verträge  (Krönungseid Ungarn - Protestanten, protestantische Niederlande: Barrieretraktat); Friedrich II. musste davon ausgehen, dass sich die vom Wiener Hof betriebenen Rüstungen Preußen zum Ziel haben; er ist an den auf den Einmarsch in Sachsen folgenden Maßnahmen unschuldig, diese reagieren auf die Intrigen Brühls („Bosheit eines einzigen Mannes“); die publizierten Dokumente des Dresdner Kabinetts beweisen zudem die feindlichen Absichten des Dresdner Hofes; Zurückweisung der Vorwürfe, denen zufolge Preußen mindermächtige Reichsstände bedrohe und gegen Österreich gerichtete diplomatische Kontakte mit Konstantinopel unterhalte; Friedrich II. schützt Religionsfreiheit des Westfälischen Friedens, nicht Österreich, wie die parteiische Besetzung des Reichshofrates oder der Umgang mit den protestantischen Untertanen in den Ländern des Erzhauses zeigt.",
